index,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae,Bacteria;Bacillota;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae,Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae,Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae,Bacteria;Bacillota;Clostridia;Clostridiales;Clostridiaceae,Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae,Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae,Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae,Bacteria;Bacillota;Clostridia;Oscillospirales;Butyricicoccaceae,Bacteria;Bacillota;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae,Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis,Bacteria;Bacillota;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group,Bacteria;Bacillota;Clostridia;Monoglobales;Monoglobaceae,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae,Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae,Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Eggerthellaceae,Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae,Bacteria;Bacillota;Bacilli;Erysipelotrichales;Erysipelotrichaceae,Bacteria;Bacillota;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae,Bacteria;Bacillota;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pasteurellaceae,Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae
SAMPLE1_PE,57.0,94.0,8879.0,6212.0,96.0,7.0,121.0,9.0,2690.0,184.0,211.0,155.0,155.0,178.0,180.0,198.0,62.0,1107.0,7.0,6.0,128.0,3.0,8.0,6.0
