index,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacillota;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Bacillota;Clostridia;Lachnospirales,Bacteria;Bacillota;Clostridia;Oscillospirales,Bacteria;Bacillota;Clostridia;Clostridiales,Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales,Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales,Bacteria;Bacillota;Bacilli;Erysipelotrichales,Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales,Bacteria;Bacillota;Clostridia;Monoglobales,Bacteria;Bacillota;Bacilli;Lactobacillales,Bacteria;Bacillota;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales
SAMPLE1_PE,2933.0,100.0,8879.0,6672.0,96.0,7.0,9.0,218.0,1324.0,178.0,206.0,128.0,3.0
