index,Bacteria;Bacteroidota;Bacteroidia,Bacteria;Bacillota;Clostridia,Bacteria;Pseudomonadota;Alphaproteobacteria,Bacteria;Actinomycetota;Actinobacteria,Bacteria;Bacillota;Bacilli,Bacteria;Actinomycetota;Coriobacteriia,Bacteria;Bacillota;Negativicutes,Bacteria;Pseudomonadota;Gammaproteobacteria
SAMPLE1_PE,2933.0,15925.0,7.0,9.0,424.0,1324.0,128.0,3.0
